,origin_country,origin_consulate,country,city,latitude,longitude
26,JORDAN,AMMAN,JORDAN,AMMAN,31.9515694,35.9239625
27,KAZAKHSTAN,NUR-SULTAN,KAZAKHSTAN,NUR-SULTAN,51.1282205,71.4306682
28,KENYA,NAIROBI,KENYA,NAIROBI,-1.2832533,36.8172449
29,KUWAIT,KUWAIT,KUWAIT,KUWAIT,29.2733964,47.4979476
30,LEBANON,BEIRUT,LEBANON,BEIRUT,33.8959203,35.47843
31,MALAYSIA,KUALA LUMPUR,MALAYSIA,KUALA LUMPUR,3.1516964,101.6942371
32,MEXICO,MEXICO CITY,MEXICO,MEXICO CITY,19.4326296,-99.1331785
33,MOROCCO,RABAT,MOROCCO,RABAT,34.022405,-6.834543
34,NIGERIA,ABUJA,NIGERIA,ABUJA,9.0643305,7.4892974
35,NORTH MACEDONIA,SKOPJE,NORTH MACEDONIA,SKOPJE,41.9960924,21.4316495
36,PAKISTAN,ISLAMABAD,PAKISTAN,ISLAMABAD,33.6938118,73.0651511
37,PERU,LIMA,PERU,LIMA,-12.0621065,-77.0365256
38,PHILIPPINES,MANILA,PHILIPPINES,MANILA,14.5907332,120.9809674
39,ROMANIA,BUCHAREST,ROMANIA,BUCHAREST,44.4361414,26.1027202
40,RUSSIAN FEDERATION,MOSCOW,RUSSIAN FEDERATION,MOSCOW,55.7504461,37.6174943
41,SAUDI ARABIA,RIYADH,SAUDI ARABIA,RIYADH,24.638916,46.7160104
42,SENEGAL,DAKAR,SENEGAL,DAKAR,14.693425,-17.447938
43,SERBIA,BELGRADE,SERBIA,BELGRADE,44.8178131,20.4568974
44,SLOVAKIA,BRATISLAVA,SLOVAKIA,BRATISLAVA,48.1516988,17.1093063
45,SLOVENIA,LJUBLJANA,SLOVENIA,LJUBLJANA,46.0499803,14.5068602
46,SOUTH AFRICA,PRETORIA,SOUTH AFRICA,PRETORIA,-25.7459374,28.1879444
47,SOUTH KOREA,SEOUL,SOUTH KOREA,SEOUL,37.5666791,126.9782914
48,SYRIA,DAMASCUS,SYRIA,DAMASCUS,33.5130695,36.3095814
49,TAIWAN,TAIPEI,TAIWAN,TAIPEI,25.0375198,121.5636796
50,THAILAND,BANGKOK,THAILAND,BANGKOK,13.7525438,100.4934734
51,TUNISIA,TUNIS,TUNISIA,TUNIS,33.8439408,9.400138
52,TURKEY,ISTANBUL,TURKEY,ISTANBUL,41.0096334,28.9651646
53,UKRAINE,KYIV,UKRAINE,KYIV,50.4500336,30.5241361
54,UNITED ARAB EMIRATES,ABU DHABI,UNITED ARAB EMIRATES,ABU DHABI,24.4538352,54.3774014
55,UNITED KINGDOM,LONDON,UNITED KINGDOM,LONDON,51.5073219,-0.1276474
56,USA,"LOS ANGELES, CA",USA,"LOS ANGELES, CA",34.0536909,-118.242766
57,USA,"NEW YORK, NY",USA,"NEW YORK, NY",40.7127281,-74.0060152
58,USA,"WASHINGTON, DC",USA,"WASHINGTON, DC",38.8950368,-77.0365427
59,VIETNAM,HANOI,VIETNAM,HANOI,21.0294498,105.8544441
60,ANGOLA,LUANDA,ANGOLA,LUANDA,-8.8272699,13.2439512
61,BELGIUM,BRUSSELS,BELGIUM,BRUSSELS,50.8465573,4.351697
62,BRAZIL,SAO PAULO,BRAZIL,SAO PAULO,-23.5506507,-46.6333824
63,BURKINA FASO,OUAGADOUGOU,BURKINA FASO,OUAGADOUGOU,12.3681873,-1.5270944
64,BURUNDI,BUJUMBURA,BURUNDI,BUJUMBURA,-3.3638125,29.3675028
65,CAMEROON,YAONDE,CAMEROON,YAOUNDE,3.8689867,11.5213344
66,CANADA,MONTREAL,CANADA,MONTREAL,45.5031824,-73.5698065
67,CHINA,GUANGZHOU (CANTON),CHINA,GUANGZHOU (CANTON),23.1301964,113.2592945
68,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,DEMOCRATIC REPUBLIC OF THE CONGO,KINSHASA,-4.3217055,15.3125974
69,COTE D'IVOIRE,ABIDJAN ,COTE D'IVOIRE,ABIDJAN ,5.320357,-4.016107
70,CZECH REPUBLIC,PRAGUE,CZECH REPUBLIC,PRAGUE,50.0874654,14.4212535
71,FINLAND,HELSINKI,FINLAND,HELSINKI,60.1674881,24.9427473
72,FRANCE,PARIS,FRANCE,PARIS,48.8588897,2.3200410217200766
73,GERMANY,BERLIN,GERMANY,BERLIN,52.5170365,13.3888599
74,GREECE,ATHENS,GREECE,ATHENS,37.9839412,23.7283052
75,HUNGARY,BUDAPEST,HUNGARY,BUDAPEST,47.4979937,19.0403594
76,INDIA,MUMBAI,INDIA,MUMBAI,19.0759899,72.8773928
77,ISRAEL,JERUSALEM,ISRAEL,JERUSALEM,31.7788242,35.2257626
78,JAMAICA,KINGSTON,JAMAICA,KINGSTON,17.9712148,-76.7928128
79,MOROCCO,CASABLANCA,MOROCCO,CASABLANCA,33.5950627,-7.6187768
80,NETHERLANDS,THE HAGUE,NETHERLANDS,THE HAGUE,52.0799838,4.3113461
81,PANAMA,PANAMA CITY,PANAMA,PANAMA CITY,8.9714493,-79.5341802
82,POLAND,WARSAW,POLAND,WARSAW,52.2319581,21.0067249
83,PORTUGAL,LISBON,PORTUGAL,LISBON,38.7077507,-9.1365919
84,QATAR,DOHA,QATAR,DOHA,25.2856329,51.5264162
85,RWANDA,KIGALI,RWANDA,KIGALI,-1.950851,30.061507
86,SINGAPORE,SINGAPORE,SINGAPORE,SINGAPORE,1.357107,103.8194992
87,SOUTH AFRICA,CAPE TOWN,SOUTH AFRICA,CAPE TOWN,-33.928992,18.417396
88,SOUTH AFRICA,JOHANNESBURG,SOUTH AFRICA,JOHANNESBURG,-26.205,28.049722
89,SPAIN,MADRID,SPAIN,MADRID,40.4167047,-3.7035825
90,SWITZERLAND,BERN,SWITZERLAND,BERN,46.9482713,7.4514512
91,TANZANIA,DAR ES SALAAM,TANZANIA,DAR ES SALAAM,-6.8160837,39.2803583
92,UGANDA,KAMPALA,UGANDA,KAMPALA,0.3177137,32.5813539
93,USA,"ATLANTA, GA",USA,"ATLANTA, GA",33.7489924,-84.3902644
94,AFGHANISTAN,KABUL,AFGHANISTAN,KABUL,34.5260109,69.1776838
95,ARMENIA,YEREVAN,ARMENIA,YEREVAN,40.1776245,44.5126174
96,AUSTRALIA,SYDNEY,AUSTRALIA,SYDNEY,-33.8548157,151.2164539
97,AUSTRIA,VIENNA,AUSTRIA,VIENNA,48.2083537,16.3725042
98,BELARUS,MINSK,BELARUS,MINSK,53.9024716,27.5618225
99,CANADA,TORONTO,CANADA,TORONTO,43.6534817,-79.3839347
100,CHINA,CHENGDU,CHINA,CHENGDU,30.6598628,104.0633717
101,GEORGIA,TBILISSI,GEORGIA,TBILISSI,41.6934591,44.8014495
102,GHANA,ACCRA,GHANA,ACCRA,5.5571096,-0.2012376
103,IRAQ,BAGHDAD,IRAQ,BAGHDAD,33.3024309,44.3787992
104,IRAQ,ERBIL,IRAQ,ERBIL,36.1911624,44.0094652
105,MOLDOVA,CHISINAU,MOLDOVA,CHISINAU,47.0245117,28.8322923
106,MONGOLIA,ULAN BATOR,MONGOLIA,ULAN BATOR,47.9184676,106.9177016
107,NORTH KOREA,PYONGYANG,NORTH KOREA,PYONGYANG,39.0167979,125.7473609
108,RUSSIAN FEDERATION,ST. PETERSBURG,RUSSIAN FEDERATION,ST. PETERSBURG,59.917857350000006,30.38061935702552
109,RUSSIAN FEDERATION,YEKATERINBURG,RUSSIAN FEDERATION,YEKATERINBURG,56.839104,60.60825
110,SWEDEN,STOCKHOLM,SWEDEN,STOCKHOLM,59.3251172,18.0710935
111,TURKEY,ANKARA,TURKEY,ANKARA,39.9207886,32.8540482
112,UKRAINE,LVIV,UKRAINE,LVIV,49.841952,24.0315921
113,USA,"CHICAGO, IL",USA,"CHICAGO, IL",41.8755616,-87.6244212
114,UZBEKISTAN,TASHKENT,UZBEKISTAN,TASHKENT,41.3123363,69.2787079
115,ZAMBIA,LUSAKA,ZAMBIA,LUSAKA,-15.4164488,28.2821535
116,BANGLADESH,DHAKA,BANGLADESH,DHAKA,23.7861979,90.4026151
117,DENMARK,COPENHAGEN,DENMARK,COPENHAGEN,55.6867243,12.5700724
118,GERMANY,FLENSBURG,GERMANY,FLENSBURG,54.7833021,9.4333264
119,ICELAND,REYKJAVIK,ICELAND,REYKJAVIK,64.145981,-21.9422367
120,ITALY,ROME,ITALY,ROME,41.8933203,12.4829321
121,LATVIA,RIGA,LATVIA,RIGA,56.9493977,24.1051846
122,MALI,BAMAKO,MALI,BAMAKO,12.61326555,-7.984739136241295
123,NORWAY,OSLO,NORWAY,OSLO,59.9133301,10.7389701
124,UNITED ARAB EMIRATES,DUBAI,UNITED ARAB EMIRATES,DUBAI,25.2653471,55.2924914
125,RUSSIAN FEDERATION,PSKOV,RUSSIAN FEDERATION,PSKOV,57.817398,28.334368
126,ESTONIA,TALLINN,ESTONIA,TALLINN,59.4372155,24.7453688
127,KOSOVO,PRISTINA,KOSOVO,PRISTINA,42.6638771,21.1640849
128,LITHUANIA,VILNIUS,LITHUANIA,VILNIUS,54.6870458,25.2829111
129,MOZAMBIQUE,MAPUTO,MOZAMBIQUE,MAPUTO,-25.966213,32.56745
130,NAMIBIA,WINDHOEK,NAMIBIA,WINDHOEK,-22.5743922,17.0790688
131,NEPAL,KATHMANDU,NEPAL,KATHMANDU,27.708317,85.3205817
132,RUSSIAN FEDERATION,MURMANSK,RUSSIAN FEDERATION,MURMANSK,68.970665,33.07497
133,RUSSIAN FEDERATION,PETROZAVODSK,RUSSIAN FEDERATION,PETROZAVODSK,61.783901,34.44464792471686
134,ALGERIA,ANNABA,ALGERIA,ANNABA,36.8982165,7.7549272
135,ALGERIA,ORAN,ALGERIA,ORAN,35.7032751,-0.6492976
136,BAHRAIN,MANAMA,BAHRAIN,MANAMA,26.2235041,50.5822436
137,BENIN,COTONOU,BENIN,COTONOU,6.3676953,2.4252507
138,BOLIVIA,LA PAZ,BOLIVIA,LA PAZ,-16.4955455,-68.1336229
139,BRAZIL,RIO DE JANEIRO,BRAZIL,RIO DE JANEIRO,-22.9110137,-43.2093727
140,CAMBODIA,PHNOM PENH,CAMBODIA,PHNOM PENH,11.568271,104.9224426
141,CAMEROON,DOUALA,CAMEROON,DOUALA,4.0429408,9.706203
142,CENTRAL AFRICAN REPUBLIC,BANGUI,CENTRAL AFRICAN REPUBLIC,BANGUI,4.3907153,18.5509126
143,CHAD,N'DJAMENA,CHAD,N'DJAMENA,12.1191543,15.0502758
144,CHINA,SHENYANG,CHINA,SHENYANG,41.6749893,123.458674
145,CHINA,WUHAN,CHINA,WUHAN,30.5951051,114.2999353
146,COMOROS,MORONI,COMOROS,MORONI,-11.6931255,43.2543044
147,COMOROS,MUTSAMUDU,COMOROS,MUTSAMUDU,-12.168846,44.3942831
148,CONGO (BRAZZAVILLE),BRAZZAVILLE,REPUBLIC OF THE CONGO,BRAZZAVILLE,-4.2694407,15.2712256
149,CONGO (BRAZZAVILLE),POINTE NOIRE,REPUBLIC OF THE CONGO,POINTE NOIRE,-4.7975373,11.8503297
150,COSTA RICA,SAN JOSE,COSTA RICA,SAN JOSE,9.9325427,-84.0795782
151,DJIBOUTI,DJIBOUTI,DJIBOUTI,DJIBOUTI,11.8145966,42.8453061
152,DOMINICAN REPUBLIC,SANTO DOMINGO,DOMINICAN REPUBLIC,SANTO DOMINGO,18.4801972,-69.942111
153,ECUADOR,QUITO,ECUADOR,QUITO,-0.2201641,-78.5123274
154,EQUATORIAL GUINEA,MALABO,EQUATORIAL GUINEA,MALABO,3.752828,8.780061
155,GABON,LIBREVILLE,GABON,LIBREVILLE,0.390002,9.454001
156,GERMANY,FRANKFURT/MAIN,GERMANY,FRANKFURT/MAIN,50.0537637,8.6370858
157,GUATEMALA,GUATEMALA CITY,GUATEMALA,GUATEMALA CITY,14.6222328,-90.5185188
158,GUINEA,CONAKRY,GUINEA,CONAKRY,9.5170602,-13.6998434
159,HAITI,PORT AU PRINCE,HAITI,PORT AU PRINCE,18.547327,-72.3395928
160,INDIA,BANGALORE,INDIA,BANGALORE,12.9767936,77.590082
161,INDIA,KOLKATA,INDIA,KOLKATA,22.5414185,88.35769124388872
162,INDIA,PONDICHERY,INDIA,PONDICHERY,11.9340568,79.8306447
163,KAZAKHSTAN,ALMATY,KAZAKHSTAN,ALMATY,43.2363924,76.9457275
164,LAOS,VIENTIANE,LAOS,VIENTIANE,17.9640988,102.6133707
165,MADAGASCAR,ANTANANARIVO,MADAGASCAR,ANTANANARIVO,-18.9100122,47.5255809
166,MALTA,VALETTA,MALTA,VALETTA,35.8989818,14.5136759
167,MAURITANIA,NOUAKCHOTT,MAURITANIA,NOUAKCHOTT,18.0629628,-15.962910646085763
168,MAURITIUS,PORT LOUIS,MAURITIUS,PORT LOUIS,-20.1624522,57.5028044
169,MOROCCO,AGADIR,MOROCCO,AGADIR,30.4211144,-9.5830626
170,MOROCCO,FES,MOROCCO,FES,34.0346534,-5.0161926
171,MOROCCO,MARRAKECH,MOROCCO,MARRAKECH,31.62679475,-8.003024256894616
172,MOROCCO,TANGER,MOROCCO,TANGER,35.777103,-5.803792
173,MYANMAR,YANGON,MYANMAR,YANGON,16.7967129,96.1609916
174,NEW ZEALAND,WELLINGTON,NEW ZEALAND,WELLINGTON,-41.2887953,174.7772114
175,NIGER,NIAMEY,NIGER,NIAMEY,13.524834,2.109823
176,NIGERIA,LAGOS,NIGERIA,LAGOS,6.4550575,3.3941795
177,OMAN,MUSCAT,OMAN,MUSCAT,23.5882019,58.3829448
178,SAINT LUCIA,CASTRIES,SAINT LUCIA,CASTRIES,14.0095966,-60.9902359
179,SAUDI ARABIA,JEDDAH,SAUDI ARABIA,JEDDAH,21.5810088,39.1653612
180,SRI LANKA,COLOMBO,SRI LANKA,COLOMBO,6.9387469,79.8541134
181,SUDAN,KHARTOUM,SUDAN,KHARTOUM,15.5635972,32.5349123
182,SURINAME,PARAMARIBO,SURINAME,PARAMARIBO,5.8247628,-55.1703941
183,SWITZERLAND,GENEVA,SWITZERLAND,GENEVA,46.2017559,6.1466014
184,TOGO,LOME,TOGO,LOME,6.130419,1.215829
185,URUGUAY,MONTEVIDEO,URUGUAY,MONTEVIDEO,-34.9058916,-56.1913095
186,VANUATU,PORT VILA,VANUATU,PORT VILA,-17.7414972,168.3150163
187,VENEZUELA,CARACAS,VENEZUELA,CARACAS,10.506098,-66.9146017
188,VIETNAM,HO CHI MINH,VIETNAM,HO CHI MINH,10.7685143,106.6950275
189,ZIMBABWE,HARARE,ZIMBABWE,HARARE,-17.831773,31.045686
190,AFGHANISTAN,KABUl,AFGHANISTAN,KABUl,34.5260109,69.1776838
191,BOTSWANA,GABORONE,BOTSWANA,GABORONE,-24.6581357,25.9088474
192,BRAZIL,PORTO ALEGRE,BRAZIL,PORTO ALEGRE,-30.0324999,-51.2303767
193,BRAZIL,RECIFE,BRAZIL,RECIFE,-8.0584933,-34.8848193
194,EL SALVADOR,SAN SALVADOR,EL SALVADOR,SAN SALVADOR,13.6989939,-89.1914249
195,HONDURAS,TEGUCIGALPA,HONDURAS,TEGUCIGALPA,14.1056861,-87.204676
196,INDIA,CHENNAI,INDIA,CHENNAI,13.0836939,80.270186
197,JAPAN,OSAKA,JAPAN,OSAKA,34.6198813,135.490357
198,KYRGYZSTAN,BISHKEK,KYRGYZSTAN,BISHKEK,42.8765615,74.6070079
199,MONTENEGRO,PODGORICA,MONTENEGRO,PODGORICA,42.4415238,19.2621081
200,NETHERLANDS,AMSTERDAM,NETHERLANDS,AMSTERDAM,52.3727598,4.8936041
201,NICARAGUA,MANAGUA,NICARAGUA,MANAGUA,12.1459907,-86.2746665
202,PAKISTAN,KARACHI,PAKISTAN,KARACHI,24.8546842,67.0207055
203,PALESTINIAN AUTHORITY,RAMALLAH,PALESTINIAN AUTHORITY,RAMALLAH,31.9179358,35.2056759
204,PARAGUAY,ASUNCION,PARAGUAY,ASUNCION,-25.2800459,-57.6343814
205,RUSSIAN FEDERATION,KALININGRAD,RUSSIAN FEDERATION,KALININGRAD,54.710128,20.5105838
206,RUSSIAN FEDERATION,NOVOSIBIRSK,RUSSIAN FEDERATION,NOVOSIBIRSK,55.0282171,82.9234509
207,TAJIKISTAN,DUSHANBE,TAJIKISTAN,DUSHANBE,38.5762709,68.7863573
208,TRINIDAD AND TOBAGO,PORT OF SPAIN,TRINIDAD AND TOBAGO,PORT OF SPAIN,10.6572678,-61.5180173
209,TURKEY,IZMIR,TURKEY,IZMIR,38.4147331,27.1434119
210,TURKMENISTAN,ASHGABAT,TURKMENISTAN,ASHGABAT,37.9404648,58.3823487
211,UNITED KINGDOM,EDINBURGH,UNITED KINGDOM,EDINBURGH,55.9533456,-3.1883749
212,USA,"BOSTON, MA",USA,"BOSTON, MA",42.3602534,-71.0582912
213,USA,"HOUSTON, TX",USA,"HOUSTON, TX",29.7589382,-95.3676974
214,USA,"MIAMI, FL",USA,"MIAMI, FL",25.7741728,-80.19362
215,USA,"SAN FRANCISCO, CA",USA,"SAN FRANCISCO, CA",37.7790262,-122.419906
216,ALBANIA,GJIROKASTER,ALBANIA,GJIROKASTER,40.07106165,20.11224946150948
217,ALBANIA,KORCE,ALBANIA,KORCE,40.61788765,20.778459264467827
218,AUSTRALIA,ADELAIDE,AUSTRALIA,ADELAIDE,-34.9281805,138.5999312
219,AUSTRALIA,MELBOURNE,AUSTRALIA,MELBOURNE,-37.8142176,144.9631608
220,AUSTRALIA,PERTH,AUSTRALIA,PERTH,-31.9527121,115.8604796
221,CANADA,VANCOUVER,CANADA,VANCOUVER,49.2608724,-123.113952
222,EGYPT,ALEXANDRIA,EGYPT,ALEXANDRIA,31.199004,29.894378
223,NORTH MACEDONIA,BITOLA,NORTH MACEDONIA,BITOLA,41.0316005,21.3302511
224,RUSSIAN FEDERATION,NOVOROSSIISK,RUSSIAN FEDERATION,NOVOROSSIISK,44.7239578,37.7690711
225,TURKEY,EDIRNE,TURKEY,EDIRNE,41.6759327,26.5587225
226,UKRAINE,MARIUPOL,UKRAINE,MARIUPOL,47.0957648,37.5499621
227,UKRAINE,ODESA,UKRAINE,ODESA,46.4858883,30.68365101101
228,USA,"TAMPA, FL",USA,"TAMPA, FL",27.9477595,-82.458444
229,CHINA,CHONGQING,CHINA,CHONGQING,29.5647398,106.5478767
230,LIBYA,TRIPOLI,LIBYA,TRIPOLI,32.896672,13.1777923
231,RUSSIAN FEDERATION,KAZAN,RUSSIAN FEDERATION,KAZAN,55.7823547,49.1242266
232,SERBIA,SUBOTICA,SERBIA,SUBOTICA,46.1002058,19.6653273
233,UKRAINE,BEREHOVE,UKRAINE,BEREHOVE,48.2050985,22.6453246
234,UKRAINE,UZHHOROD,UKRAINE,UZHHOROD,48.6223732,22.3022569
235,ALBANIA,VLORE,ALBANIA,VLORE,40.45107385,19.49510730541237
236,AUSTRALIA,BRISBANE,AUSTRALIA,BRISBANE,-27.4689682,153.0234991
237,BRAZIL,BELO HORIZONTE,BRAZIL,BELO HORIZONTE,-19.9227318,-43.9450948
238,BRAZIL,CURITIBA,BRAZIL,CURITIBA,-25.4295963,-49.2712724
239,ERITREA,ASMARA,ERITREA,ASMARA,15.3389667,38.9326763
240,SAN MARINO,SAN MARINO,SAN MARINO,SAN MARINO,43.9458623,12.458306
241,SWITZERLAND,LUGANO,SWITZERLAND,LUGANO,46.0050102,8.9520281
242,USA,"DETROIT, MI",USA,"DETROIT, MI",42.3315509,-83.0466403
243,USA,"PHILADELPHIA, PA",USA,"PHILADELPHIA, PA",39.9527237,-75.1635262
244,BELARUS,VITSYEBSK,BELARUS,VITEBSK,55.1930197,30.2070437
245,BELARUS,GRODNO,BELARUS,GRODNO,53.6834599,23.8342648
246,RUSSIAN FEDERATION,SOVETSK,RUSSIAN FEDERATION,SOVETSK,55.0809688,21.8882673
247,LUXEMBOURG,LUXEMBOURG,LUXEMBOURG,LUXEMBOURG,49.6112768,6.129799
248,NETHERLANDS,ARUBA,NETHERLANDS,ARUBA,12.4902998,-69.9609842
249,NETHERLANDS,WILLEMSTAD (CURACAO),NETHERLANDS,WILLEMSTAD (CURACAO),12.1066695,-68.9351307
250,YEMEN,SANA'A,YEMEN,SANA'A,15.3538569,44.2058841
251,MALAWI,LILONGWE,MALAWI,LILONGWE,-13.9875107,33.768144
252,SOUTH SUDAN,JUBA,SOUTH SUDAN,JUBA,4.8472017,31.5951655
253,BELARUS,BREST,BELARUS,BREST,52.093751,23.6851851
254,RUSSIAN FEDERATION,IRKUTSK,RUSSIAN FEDERATION,IRKUTSK,56.6370122,104.719221
255,UKRAINE,KHARKIV,UKRAINE,KHARKIV,49.9923181,36.2310146
256,UKRAINE,LUTSK,UKRAINE,LUTSK,50.7450733,25.320078
257,UKRAINE,VINNYTSYA,UKRAINE,VINNYTSYA,49.2392809,28.5110617
258,ANGOLA,BENGUELA,ANGOLA,BENGUELA,-12.9104657,14.0356608
259,BRAZIL,SALVADOR DE BAHIA,BRAZIL,SALVADOR DE BAHIA,-12.9822499,-38.4812772
260,CAPE VERDE,CIDADE DA PRAIA,CAPE VERDE,CIDADE DA PRAIA,15.14035365,-23.21524362921194
261,FRANCE,BORDEAUX,FRANCE,BORDEAUX,44.841225,-0.5800364
262,FRANCE,LYON,FRANCE,LYON,45.7578137,4.8320114
263,FRANCE,MARSEILLE,FRANCE,MARSEILLE,43.2961743,5.3699525
264,GERMANY,STUTTGART,GERMANY,STUTTGART,48.7784485,9.1800132
265,GUINEA-BISSAU,BISSAU,GUINEA-BISSAU,BISSAU,11.861324,-15.583055
266,INDIA,GOA,INDIA,GOA,15.3503192,74.10178169795284
267,MACAO S.A.R.,MACAO,MACAO S.A.R.,MACAO,22.1234372,113.55252481834287
268,MOZAMBIQUE,BEIRA,MOZAMBIQUE,BEIRA,-19.828707,34.841782
269,SAO TOME AND PRINCIPE,SAO TOME ,SAO TOME AND PRINCIPE,SAO TOME ,0.3389242,6.7313031
270,SPAIN,BARCELONA,SPAIN,BARCELONA,41.3828939,2.1774322
271,SPAIN,SEVILLA,SPAIN,SEVILLA,37.3886303,-5.9953403
272,TIMOR-LESTE,DILI,TIMOR-LESTE,DILI,-8.5536809,125.5784093
273,UNITED KINGDOM,MANCHESTER,UNITED KINGDOM,MANCHESTER,53.4794892,-2.2451148
274,USA,"NEW BEDFORD, MA",USA,"NEW BEDFORD, MA",41.6362152,-70.934205
275,USA,"NEWARK, NJ",USA,"NEWARK, NJ",40.735657,-74.1723667
276,VENEZUELA,VALENCIA,VENEZUELA,VALENCIA,10.170026,-68.0003987
277,BOSNIA AND HERZEGOVINA,BANJA LUKA,BOSNIA AND HERZEGOVINA,BANJA LUKA,44.7720845,17.1917651
278,USA,"CLEVELAND, OH",USA,"CLEVELAND, OH",41.5051613,-81.6934446
279,ANDORRA,ANDORRA LA VELLA,ANDORRA,ANDORRA LA VELLA,42.5069391,1.5212467
280,ARGENTINA,BAHIA BLANCA,ARGENTINA,BAHIA BLANCA,-38.7176522,-62.2654871
281,ARGENTINA,CORDOBA,ARGENTINA,CORDOBA,-31.4173391,-64.183319
282,ARGENTINA,MENDOZA,ARGENTINA,MENDOZA,-34.78709305,-68.43818677312292
283,ARGENTINA,ROSARIO (Santa Fé),ARGENTINA,ROSARIO (Santa Fé),-32.9595004,-60.6615415
284,BOLIVIA,SANTA CRUZ DE LA SIERRA,BOLIVIA,SANTA CRUZ DE LA SIERRA,-17.7834936,-63.1820853
285,ECUADOR,GUAYAQUIL,ECUADOR,GUAYAQUIL,-2.1900703,-79.8868702
286,EQUATORIAL GUINEA,BATA,EQUATORIAL GUINEA,BATA,2.0064092,9.908768301060093
287,GERMANY,DUSSELDORF,GERMANY,DUSSELDORF,51.2254018,6.7763137
288,GERMANY,HAMBURG,GERMANY,HAMBURG,53.550341,10.000654
289,ITALY,MILAN,ITALY,MILAN,45.4641943,9.1896346
290,MEXICO,GUADALAJARA,MEXICO,GUADALAJARA,20.6720375,-103.338396
291,MEXICO,MONTERREY,MEXICO,MONTERREY,25.6802019,-100.315258
292,MOROCCO,NADOR,MOROCCO,NADOR,35.051739350000005,-2.824650885931628
293,MOROCCO,TETOUAN,MOROCCO,TETOUAN,35.570175,-5.3742776
294,SWITZERLAND,ZURICH,SWITZERLAND,ZURICH,47.3744489,8.5410422
295,USA,"SAN JUAN, PR",USA,"SAN JUAN, PR",18.44329845,-66.01346804382399
296,LIBERIA,MONROVIA,LIBERIA,MONROVIA,6.328034,-10.797788
297,COTE D'IVOIRE,ABIDJAN,COTE D'IVOIRE,ABIDJAN,5.320357,-4.016107
13,CROATIA,ZAGREB,CROATIA,ZAGREB,45.8131847,15.9771774
70,CONGO (DEMOCRATIC REPUBLIC),LUBUMBASHI,DEMOCRATIC REPUBLIC OF THE CONGO,LUBUMBASHI,-11.6642316,27.4826264
108,MONGOLIA,ULAN BATOR,MONGOLIA,ULAN BATOR,47.94909925,107.0222591345664
220,RUSSIAN FEDERATION,NOVOROSSIYSK,RUSSIAN FEDERATION,NOVOROSSIYSK,44.71859535,37.76046305015937
223,UKRAINE,ODESA,UKRAINE,ODESA,46.4873195,30.7392776
279,ITALY,NAPLES,ITALY,NAPLES,40.8359336,14.2487826
284,SERBIA,VRŠAC,SERBIA,VRŠAC,45.1211263,21.2960485
